current_path,current_category,recommended_action,recommended_target,risk,phase,manual_review_required,status,notes
src/modules/open-platform/components/KnowledgeSignalCard.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/KnowledgeTenantRow.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/OpenConnectionRoadmapPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/OpenPlatformAiCreditMeteringRulesPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/OpenPlatformAiReadonlyPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/OpenPlatformAuditEventsPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/OpenPlatformGovernancePanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/PlatformSectionBanner.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/ProductPlanPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/TrialDataResetPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/TrialV01ExperienceHandoffPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/components/WeComCustomerDataGovernancePanel.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/governance.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/plan-catalog.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/platform-commercial-health.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/tenant-commercial-records.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/tenant-management-view.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/tenant-management.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/tenant-plan-binding.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/tenant-plan-change.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/vendor-catalog.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/domain/wecom-customer-data-governance.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/lib/platformAiReadonlyViewLoader.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/lib/platformKnowledgeManagementViewLoader.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/mock/platformAiModelConfig.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/mock/platformAiModelRegistry.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/mock/platformAiReadonly.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/mock/platformAiUsageCost.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/mock/platformKnowledge.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/ai-credit-metering-rules-management.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/ai-usage-credits.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/homepage-brand-asset-storage.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/homepage-brand-local-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/homepage-brand-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/homepage-brand-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/package-ai-quota-readonly.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/plan-catalog-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/plan-catalog-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-ai-provider-adapter.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-ai-readiness-evaluation.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-file-management-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-file-storage.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-keyword-search-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-management-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-management-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-ocr-provider.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-production-governance-policy.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platform-knowledge-qa-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiModelConfigContract.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiModelConfigPersistence.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiModelConfigPersistenceRepository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiModelConfigPersistenceTypes.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiModelRegistryContract.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiModelVendorOperations.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiProviderConfig.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiProviderConfigRepository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiReadonlyApiContract.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiRuntimeConfig.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiRuntimeSmoke.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformAiUsageCostContract.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/platformKnowledgeManagementApiContract.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/tenant-account-management-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/tenant-account-management-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/tenant-commercial-records-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/tenant-management-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/tenant-plan-binding-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/tenant-plan-binding-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/tenant-plan-change-repository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/tenant-plan-change-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/trial-data-reset-service.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/vendorProviderConfig.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/vendorProviderConfigRepository.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/vendorProviderConfigTypes.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/server/vendorProviderSmoke.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/AiCreditMeteringRulesApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/AiCreditMeteringRulesClient.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/AiCreditMeteringRulesManagement.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/AiQuotaBoundaryPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/AiUsageCreditsApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/AiUsageCreditsClient.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/AiUsageCreditsManagement.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/CommercialBoundaryPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandAssetPublicRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandAssetStorage.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandConfig.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandLocalRepository.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandRepository.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandSchema.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/HomepageBrandService.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenConnectionRoadmapPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiCreditMeteringRulesPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiModelConfigContract.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiModelConfigPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiModelConfigPersistence.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiModelRegistryContract.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiModelVendorOperations.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiProviderConfig.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiReadonlyContract.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiReadonlyPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiRuntimeConfig.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiRuntimeSmoke.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiUsageCostContract.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAiUsageCreditsPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformAuditEventsPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformGovernanceDomain.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformGovernancePanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformKnowledgeManagementApiContract.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformKnowledgeManagementPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformKnowledgeManagementRealApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformKnowledgeManagementRealCore.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformTenantManagementApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformTenantManagementDomain.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformTenantManagementPanel.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformTenantManagementRepository.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/OpenPlatformTenantManagementView.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PackageAiQuotaReadonlyApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PackageAiQuotaReadonlyService.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlanCatalogApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlanCatalogDomain.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlanCatalogRepository.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformCommercialHealthClient.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformCommercialHealthDomain.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformConsoleUx.test.tsx,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformEntitlementUsageApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformKnowledgeAiProviderSafetyAdapter.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformKnowledgeAiProviderSafetyAdapterDoc.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformKnowledgeAiReadinessE2EDoc.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformKnowledgeAiReadinessEvaluation.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformKnowledgeDirectoryManagementApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
src/modules/open-platform/tests/PlatformKnowledgeDocumentParsingApiRoute.test.ts,business-module,SPLIT_REVIEW,src/modules/<platform-domain>/,high,8,yes,pending,平台聚合模块，按租户、套餐、AI、品牌和审计拆分。
